name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Brevundimonas diminuta	293	S	951	1501	2452	0.00021
Brevundimonas nasdae	172043	S	703	938	1641	0.00014
uncultured Brevundimonas sp.	213418	S	676	439	1115	0.00010
Brevundimonas bullata	13160	S	672	380	1052	0.00009
Brevundimonas vitisensis	2800818	S	664	84	748	0.00007
Brevundimonas mediterranea	74329	S	568	223	791	0.00007
Brevundimonas pondensis	2774189	S	568	238	806	0.00007
Brevundimonas olei	657642	S	548	203	751	0.00007
Brevundimonas vesicularis	41276	S	526	1190	1716	0.00015
Brevundimonas fontaquae	2813778	S	203	247	450	0.00004
Brevundimonas vancanneytii	1325724	S	105	471	576	0.00005
Phenylobacterium sp. LH3H17	2903901	S	4091	753	4844	0.00042
Phenylobacterium sp. NIBR 498073	3015177	S	3812	1064	4876	0.00043
Phenylobacterium zucineum	284016	S	6898	2640	9538	0.00083
Phenylobacterium parvum	2201350	S	1962	265	2227	0.00019
Terricaulis silvestris	2686094	S	3414	179	3593	0.00031
Asticcacaulis sp. AND118	2840468	S	744	113	857	0.00007
Asticcacaulis sp. DW145	3095608	S	376	133	509	0.00004
Asticcacaulis sp. SL142	2995155	S	261	53	314	0.00003
Asticcacaulis sp. ZE23SCel15	3059027	S	252	48	300	0.00003
Asticcacaulis excentricus	78587	S	731	176	907	0.00008
uncultured Hyphomonas sp.	225298	S	2027	111	2138	0.00019
Hyphomonas sp. CACIAM 19H1	1873716	S	598	93	691	0.00006
Hyphomonas sp.	87	S	491	299	790	0.00007
Hyphomonas sp. Mor2	1906738	S	391	8	399	0.00003
Hyphomonas sp. KY3	2016196	S	327	138	465	0.00004
Hyphomonas neptunium	81032	S	561	49	610	0.00005
Hyphomonas atlantica	1280948	S	256	137	393	0.00003
Candidatus Viadribacter manganicus	1759059	S	1963	83	2046	0.00018
Hirschia baltica	2724	S	61	1	62	0.00001
Marinicauda algicola	2029849	S	1588	724	2312	0.00020
Maricaulis maris	74318	S	1172	102	1274	0.00011
Glycocaulis alkaliphilus	1434191	S	599	108	707	0.00006
Hyphobacterium sp. CCMP332	2749086	S	394	26	420	0.00004
Tistrella mobilis	171437	S	2574	2685	5259	0.00046
Parvularcula sp. LCG005	3078805	S	357	22	379	0.00003
Parvularcula sp. IMCC14364	3067902	S	183	3	186	0.00002
Parvularcula bermudensis	208216	S	316	175	491	0.00004
Aquisalinus flavus	1526572	S	592	41	633	0.00006
Hyphococcus flavus	1866326	S	357	7	364	0.00003
Rickettsia tillamookensis	2761623	S	22	23	45	0.00000
Rickettsia asembonensis	1068590	S	16	14	30	0.00000
Rickettsia montanensis	33991	S	12	42	54	0.00000
Rickettsia endosymbiont of Polydrusus tereticollis	3066251	S	29	42	71	0.00001
Rickettsia endosymbiont of Gonocerus acuteangulatus	3066266	S	21	33	54	0.00000
Rickettsia endosymbiont of Cantharis rufa	3066248	S	20	2	22	0.00000
Rickettsia sp. MEAM1 (Bemisia tabaci)	1182263	S	10	35	45	0.00000
Rickettsia bellii	33990	S	13	80	93	0.00001
Rickettsia canadensis	788	S	11	0	11	0.00000
Rickettsia typhi	785	S	12	2	14	0.00000
Candidatus Tisiphia endosymbiont of Beris chalybata	3066262	S	18	2	20	0.00000
Candidatus Tisiphia endosymbiont of Nemotelus nigrinus	3066263	S	17	56	73	0.00001
Candidatus Trichorickettsia mobilis	1346319	S	53	5	58	0.00001
Orientia tsutsugamushi	784	S	45	6	51	0.00000
Candidatus Sneabacter namystus	2601646	S	10	0	10	0.00000
Candidatus Megaera polyxenophila	988779	S	23	4	27	0.00000
Candidatus Phycorickettsia trachydisci	2115978	S	19	0	19	0.00000
Wolbachia endosymbiont of Folsomia candida	169402	S	21	2	23	0.00000
Wolbachia endosymbiont of Dipetalonema caudispina	1812112	S	15	1	16	0.00000
Wolbachia endosymbiont of Ctenocephalides felis wCfeT	2732593	S	14	1	15	0.00000
Wolbachia endosymbiont (group E) of Neria commutata	3066149	S	14	3	17	0.00000
Wolbachia endosymbiont of Oedothorax gibbosus	931100	S	13	169	182	0.00002
Wolbachia endosymbiont of Howardula sp.	2916816	S	12	0	12	0.00000
Wolbachia endosymbiont of Cimex lectularius	246273	S	10	3	13	0.00000
Anaplasma ovis	142058	S	51	3	54	0.00000
Anaplasma marginale	770	S	24	20	44	0.00000
Anaplasma phagocytophilum	948	S	24	1	25	0.00000
Anaplasma platys	949	S	23	2	25	0.00000
Anaplasma centrale	769	S	10	6	16	0.00000
Ehrlichia ruminantium	779	S	54	5	59	0.00001
Ehrlichia chaffeensis	945	S	14	0	14	0.00000
Ehrlichia canis	944	S	13	1	14	0.00000
Ehrlichia japonica	391036	S	13	12	25	0.00000
Neorickettsia findlayensis	2686014	S	12	19	31	0.00000
Candidatus Mesenet endosymbiont of Phosphuga atrata	3066221	S	17	6	23	0.00000
Neoehrlichia mikurensis	89586	S	22	3	25	0.00000
Candidatus Bandiella woodruffii	1664265	S	24	7	31	0.00000
Candidatus Bandiella numerosa	2570586	S	22	5	27	0.00000
Candidatus Fokinia solitaria	1802984	S	19	22	41	0.00000
Candidatus Midichloria mitochondrii	234827	S	34	0	34	0.00000
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	S	32	0	32	0.00000
Candidatus Deianiraea vastatrix	2163644	S	28	0	28	0.00000
Minwuia sp. IMCC3060	3040675	S	22	1508	1530	0.00013
Emcibacter sp.	1979954	S	336	17	353	0.00003
Luteithermobacter gelatinilyticus	2582913	S	321	124	445	0.00004
Paremcibacter congregatus	2043170	S	303	18	321	0.00003
Pseudemcibacter aquimaris	2857064	S	62	2	64	0.00001
Gimibacter soli	3024400	S	689	24	713	0.00006
Temperatibacter marinus	1456591	S	60	2	62	0.00001
Kordiimonas sp. SCSIO 12603	2829596	S	85	7	92	0.00001
Kordiimonas sp. SCSIO 12610	2829597	S	75	3	78	0.00001
Kordiimonas pumila	2161677	S	54	2	56	0.00000
Candidatus Bealeia paramacronuclearis	1921001	S	52	2	54	0.00000
Candidatus Cytomitobacter primus	2066024	S	20	1	21	0.00000
Candidatus Cytomitobacter indipagum	2601575	S	19	2	21	0.00000
endosymbiont of Acanthamoeba sp. UWC8	86106	S	37	0	37	0.00000
Candidatus Hydrogenosomobacter endosymbioticus	2558174	S	34	0	34	0.00000
Candidatus Gromoviella agglomerans	2806609	S	23	0	23	0.00000
Candidatus Nesciobacter abundans	2601668	S	13	0	13	0.00000
Candidatus Paracaedibacter acanthamoebae	91604	S	75	3	78	0.00001
Candidatus Paracaedibacter symbiosus	244582	S	12	0	12	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	66	6	72	0.00001
Magnetococcus marinus	1124597	S	288	9	297	0.00003
Sneathiella marina	2950108	S	193	11	204	0.00002
Sneathiella aquimaris	2599305	S	92	6	98	0.00001
Candidatus Pelagibacter sp. RS40	1977865	S	24	1	25	0.00000
Candidatus Pelagibacter sp. IMCC9063	1002672	S	23	0	23	0.00000
Candidatus Pelagibacter sp. HIMB1321	1388755	S	21	2	23	0.00000
Candidatus Pelagibacter sp. FZCC0015	2268451	S	13	1	14	0.00000
Candidatus Pelagibacter sp. RS39	1977864	S	12	1	13	0.00000
Candidatus Pelagibacter ubique	198252	S	14	8	22	0.00000
Candidatus Pelagibacter giovannonii	2563896	S	13	6	19	0.00000
Candidatus Fonsibacter ubiquis	1925548	S	49	2	51	0.00000
Candidatus Puniceispirillum marinum	767892	S	108	6	114	0.00001
Alphaproteobacteria bacterium endosymbiont of Tiliacea citrago	3077944	S	10	0	10	0.00000
Burkholderia multivorans	87883	S	5133	3175	8308	0.00073
Burkholderia ubonensis	101571	S	4801	3331	8132	0.00071
Burkholderia cepacia	292	S	4499	3370	7869	0.00069
Burkholderia pyrrocinia	60550	S	2751	2515	5266	0.00046
Burkholderia contaminans	488447	S	2453	3421	5874	0.00051
Burkholderia cenocepacia	95486	S	2302	14180	16482	0.00144
Burkholderia ambifaria	152480	S	2127	2408	4535	0.00040
Burkholderia anthina	179879	S	1655	2182	3837	0.00034
Burkholderia stagnalis	1503054	S	1616	773	2389	0.00021
Burkholderia dolosa	152500	S	1559	826	2385	0.00021
Burkholderia pseudomultivorans	1207504	S	1355	708	2063	0.00018
Burkholderia lata	482957	S	1317	1746	3063	0.00027
Burkholderia stabilis	95485	S	1255	1881	3136	0.00027
Burkholderia latens	488446	S	1224	494	1718	0.00015
Burkholderia territorii	1503055	S	992	651	1643	0.00014
Burkholderia vietnamiensis	60552	S	963	3765	4728	0.00041
Burkholderia seminalis	488731	S	867	582	1449	0.00013
Burkholderia arboris	488730	S	833	457	1290	0.00011
Burkholderia metallica	488729	S	691	453	1144	0.00010
Burkholderia diffusa	488732	S	562	377	939	0.00008
Burkholderia aenigmatica	2015348	S	222	744	966	0.00008
Burkholderia orbicola	2978683	S	191	645	836	0.00007
Burkholderia pseudomallei	28450	S	2209	23103	25312	0.00221
Burkholderia thailandensis	57975	S	1730	4375	6105	0.00053
Burkholderia mayonis	1385591	S	1707	494	2201	0.00019
Burkholderia singularis	1503053	S	1506	310	1816	0.00016
Burkholderia oklahomensis	342113	S	1108	481	1589	0.00014
Burkholderia savannae	1637837	S	282	701	983	0.00009
Burkholderia humptydooensis	430531	S	118	1580	1698	0.00015
Burkholderia mallei	13373	S	73	23170	23243	0.00203
Burkholderia sp. FERM BP-3421	1494466	S	2736	671	3407	0.00030
Burkholderia sp. THE68	758782	S	580	2246	2826	0.00025
Burkholderia sp. NRF60-BP8	1637853	S	532	381	913	0.00008
Burkholderia sp. MSMB0856	1637869	S	510	375	885	0.00008
Burkholderia sp. JP2-270	2217913	S	505	403	908	0.00008
Burkholderia sp. LA-2-3-30-S1-D2	1637862	S	492	328	820	0.00007
Burkholderia sp. PAMC 26561	1795043	S	444	307	751	0.00007
Burkholderia sp. S-53	2906514	S	436	357	793	0.00007
Burkholderia sp. MS455	2811788	S	355	318	673	0.00006
Burkholderia sp. PAMC 28687	1795874	S	301	374	675	0.00006
Burkholderia sp. IDO3	1705310	S	281	696	977	0.00009
Burkholderia sp. KBS0801	1179675	S	134	381	515	0.00004
Burkholderia sp. MSMB1588	1636423	S	105	340	445	0.00004
Burkholderia sp. MSMB617WGS	1637831	S	104	597	701	0.00006
Burkholderia sp. LAS2	2813843	S	83	632	715	0.00006
Burkholderia sp. MS389	2811789	S	66	462	528	0.00005
Burkholderia sp. MBR-1	2732364	S	49	273	322	0.00003
Burkholderia sp. KJ006	416344	S	42	402	444	0.00004
Burkholderia sp. M701	326454	S	36	8	44	0.00000
Burkholderia sp. EMB26	2854261	S	34	408	442	0.00004
Burkholderia sp. B21-007	2890407	S	12	514	526	0.00005
Burkholderia gladioli	28095	S	5267	2171	7438	0.00065
Burkholderia glumae	337	S	2246	1031	3277	0.00029
Burkholderia plantarii	41899	S	1673	1399	3072	0.00027
Burkholderia perseverans	2615214	S	1213	605	1818	0.00016
Paraburkholderia sp. SOS3	1926494	S	1951	332	2283	0.00020
Paraburkholderia sp. SUR17	3034358	S	1934	587	2521	0.00022
Paraburkholderia sp. IMGN_8	3136564	S	1463	377	1840	0.00016
Paraburkholderia sp. D15	2880218	S	1397	452	1849	0.00016
Paraburkholderia sp. PREW-6R	3141544	S	1115	229	1344	0.00012
Paraburkholderia sp. FT54	3074437	S	1033	459	1492	0.00013
Paraburkholderia sp. PGU19	2735434	S	907	743	1650	0.00014
Paraburkholderia sp. 22B1P	3080498	S	261	784	1045	0.00009
Paraburkholderia sp. PGU16	2735433	S	232	753	985	0.00009
Paraburkholderia pallida	2547399	S	2676	586	3262	0.00028
Paraburkholderia aromaticivorans	2026199	S	2502	1669	4171	0.00036
Paraburkholderia caribensis	75105	S	2297	1371	3668	0.00032
Paraburkholderia acidisoli	2571748	S	2147	482	2629	0.00023
Paraburkholderia tropica	92647	S	2116	637	2753	0.00024
Paraburkholderia acidiphila	2571747	S	2095	554	2649	0.00023
Paraburkholderia phytofirmans	261302	S	1905	1215	3120	0.00027
Paraburkholderia edwinii	2861782	S	1813	299	2112	0.00018
Paraburkholderia phenoliruptrix	252970	S	1740	638	2378	0.00021
Paraburkholderia fungorum	134537	S	1726	1030	2756	0.00024
Paraburkholderia kururiensis	984307	S	1680	681	2361	0.00021
Paraburkholderia atlantica	2654982	S	1652	472	2124	0.00019
Paraburkholderia terricola	169427	S	1617	562	2179	0.00019
Paraburkholderia sabiae	273251	S	1602	467	2069	0.00018
Paraburkholderia phymatum	148447	S	1581	587	2168	0.00019
Paraburkholderia megapolitana	420953	S	1495	188	1683	0.00015
Paraburkholderia sprentiae	948107	S	1473	338	1811	0.00016
Paraburkholderia terrae	311230	S	1418	1836	3254	0.00028
Paraburkholderia graminis	60548	S	1311	423	1734	0.00015
Paraburkholderia ginsengisoli	311231	S	1257	513	1770	0.00015
Paraburkholderia kirstenboschensis	1245436	S	1252	443	1695	0.00015
Paraburkholderia hospita	169430	S	1198	1524	2722	0.00024
Paraburkholderia dokdonensis	2211211	S	1144	377	1521	0.00013
Paraburkholderia bryophila	420952	S	1126	379	1505	0.00013
Paraburkholderia xenovorans	36873	S	1075	2154	3229	0.00028
Paraburkholderia caffeinilytica	1761016	S	1073	362	1435	0.00013
Paraburkholderia caledonica	134536	S	1055	396	1451	0.00013
Paraburkholderia dioscoreae	2604047	S	694	540	1234	0.00011
Paraburkholderia bonniea	2152891	S	559	87	646	0.00006
Cupriavidus taiwanensis	164546	S	8267	7262	15529	0.00136
Cupriavidus sp. WKF15	3032282	S	2110	586	2696	0.00024
Cupriavidus sp. EM10	2839983	S	1642	1702	3344	0.00029
Cupriavidus sp. P-10	2027911	S	1425	747	2172	0.00019
Cupriavidus sp. MP-37	2884455	S	720	779	1499	0.00013
Cupriavidus sp. BIC8F	3079014	S	667	601	1268	0.00011
Cupriavidus sp. KK10	1478019	S	272	832	1104	0.00010
Cupriavidus sp. USMAA2-4	876364	S	184	1988	2172	0.00019
Cupriavidus sp. USMAHM13	1389192	S	163	1165	1328	0.00012
Cupriavidus sp. U2	2920269	S	21	158	179	0.00002
Cupriavidus pauculus	82633	S	7279	7129	14408	0.00126
Cupriavidus necator	106590	S	3875	5806	9681	0.00085
Cupriavidus basilensis	68895	S	3750	5291	9041	0.00079
Cupriavidus oxalaticus	96344	S	3139	3386	6525	0.00057
Cupriavidus campinensis	151783	S	2925	2410	5335	0.00047
Cupriavidus gilardii	82541	S	2667	3189	5856	0.00051
Cupriavidus metallidurans	119219	S	2647	4212	6859	0.00060
Cupriavidus pinatubonensis	248026	S	2060	2366	4426	0.00039
Cupriavidus cauae	2608999	S	1898	2490	4388	0.00038
Cupriavidus neocaledonicus	1040979	S	745	969	1714	0.00015
Cupriavidus nantongensis	1796606	S	658	3014	3672	0.00032
Cupriavidus malaysiensis	367825	S	146	1031	1177	0.00010
Ralstonia solanacearum	305	S	3309	2458	5767	0.00050
Ralstonia pseudosolanacearum	1310165	S	1529	4611	6140	0.00054
Ralstonia syzygii	28097	S	444	784	1228	0.00011
Ralstonia nicotianae	3037696	S	40	420	460	0.00004
Ralstonia mannitolilytica	105219	S	2433	4161	6594	0.00058
Ralstonia pickettii	329	S	1529	1986	3515	0.00031
Ralstonia insidiosa	190721	S	1116	1486	2602	0.00023
Ralstonia wenshanensis	2842456	S	887	178	1065	0.00009
Ralstonia sp. RRA.1	3122075	S	673	1683	2356	0.00021
Ralstonia sp. RS642	2880988	S	36	661	697	0.00006
Ralstonia sp. RS650	2880990	S	11	243	254	0.00002
Pandoraea pnomenusa	93220	S	2071	2874	4945	0.00043
Pandoraea sp. XY-2	2518599	S	545	712	1257	0.00011
Pandoraea sp. XJJ-1	3002643	S	105	1346	1451	0.00013
Pandoraea sp. NE5	2904129	S	74	475	549	0.00005
Pandoraea thiooxydans	445709	S	1723	185	1908	0.00017
Pandoraea pulmonicola	93221	S	1582	417	1999	0.00017
Pandoraea norimbergensis	93219	S	1222	244	1466	0.00013
Pandoraea faecigallinarum	656179	S	1200	408	1608	0.00014
Pandoraea vervacti	656178	S	1147	428	1575	0.00014
Pandoraea apista	93218	S	991	914	1905	0.00017
Pandoraea fibrosis	1891094	S	858	340	1198	0.00010
Pandoraea sputorum	93222	S	763	580	1343	0.00012
Pandoraea oxalativorans	573737	S	754	497	1251	0.00011
Pandoraea commovens	2508289	S	564	659	1223	0.00011
Caballeronia sp. Lep1P3	2878150	S	1546	451	1997	0.00017
Caballeronia sp. TF1N1	2878153	S	1382	216	1598	0.00014
Caballeronia sp. NK8	140098	S	775	2280	3055	0.00027
Caballeronia sp. SL2Y3	2878151	S	765	374	1139	0.00010
Caballeronia sp. Sq4a	2878152	S	716	435	1151	0.00010
Caballeronia sp. M1242	2814653	S	635	338	973	0.00009
Caballeronia sp. SBC2	2705547	S	108	1048	1156	0.00010
Caballeronia sp. SBC1	2705548	S	68	1040	1108	0.00010
Caballeronia zhejiangensis	871203	S	1640	512	2152	0.00019
Caballeronia insecticola	758793	S	1618	377	1995	0.00017
Caballeronia grimmiae	1071679	S	1427	3588	5015	0.00044
Trinickia violacea	2571746	S	2395	413	2808	0.00025
Trinickia caryophylli	28094	S	2268	317	2585	0.00023
Polynucleobacter sp. AP-Nino-20-G2	2576917	S	61	17	78	0.00001
Polynucleobacter sp. HIN5	3047864	S	56	25	81	0.00001
Polynucleobacter sp. AP-Ainpum-60-G11	2576926	S	53	12	65	0.00001
Polynucleobacter sp. TUM22923	3022126	S	53	5	58	0.00001
Polynucleobacter sp. MWH-Braz-FAM2G	1855883	S	51	7	58	0.00001
Polynucleobacter sp. MG-6-Vaara-E2	2576932	S	51	10	61	0.00001
Polynucleobacter sp. MWH-CaK5	2689107	S	48	5	53	0.00000
Polynucleobacter sp. MWH-UH35A	1855619	S	45	8	53	0.00000
Polynucleobacter sp. MWH-P3-07-1	1743173	S	43	26	69	0.00001
Polynucleobacter sp. MWH-Spelu-300-X4	2689109	S	42	4	46	0.00000
Polynucleobacter sp. VK25	1758398	S	41	10	51	0.00000
Polynucleobacter sp. MWH-UH24A	2689110	S	40	29	69	0.00001
Polynucleobacter sp. TSB-Sco08W16	1758374	S	40	7	47	0.00000
Polynucleobacter sp. MWH-Aus1W21	1855880	S	40	12	52	0.00000
Polynucleobacter sp. AP-Titi-500A-B4	2576923	S	38	8	46	0.00000
Polynucleobacter sp. MWH-UH25E	1855616	S	38	7	45	0.00000
Polynucleobacter sp. es-EL-1	1855652	S	37	7	44	0.00000
Polynucleobacter sp. JS-JIR-II-50	2576919	S	35	12	47	0.00000
Polynucleobacter sp. KF022	2982615	S	32	10	42	0.00000
Polynucleobacter sp. MWH-Svant-W18	1855909	S	31	7	38	0.00000
Polynucleobacter sp. AP-Sving-400A-A2	2081049	S	27	9	36	0.00000
Polynucleobacter sp. MWH-S4W17	1855910	S	27	10	37	0.00000
Polynucleobacter sp. AP-Elch-400A-B2	2576930	S	27	9	36	0.00000
Polynucleobacter sp. MWH-UH2A	1855617	S	26	5	31	0.00000
Polynucleobacter sp. AP-Jannik-300A-C4	2576928	S	25	15	40	0.00000
Polynucleobacter sp. Adler-ghost	2770234	S	21	5	26	0.00000
Polynucleobacter sp. HIN8	3047867	S	20	14	34	0.00000
Polynucleobacter sp. AP-Kolm-20A-A1	2081041	S	19	10	29	0.00000
Polynucleobacter sp. JS-JIR-5-A7	1758395	S	18	28	46	0.00000
Polynucleobacter sp. JS-Mosq-20-D10	2576922	S	17	4	21	0.00000
Polynucleobacter sp. MG-Unter2-18	2081052	S	16	8	24	0.00000
Polynucleobacter sp. JS-JIR-II-b4	1758390	S	16	6	22	0.00000
Polynucleobacter sp. AM-7D1	2689102	S	15	10	25	0.00000
Polynucleobacter sp. HIN7	3047866	S	15	66	81	0.00001
Polynucleobacter sp. MG-5-Ahmo-C2	2081051	S	14	68	82	0.00001
Polynucleobacter sp. UB-Siik-W21	1855646	S	11	17	28	0.00000
Polynucleobacter sp. HIN6	3047865	S	10	65	75	0.00001
Polynucleobacter necessarius	576610	S	264	50	314	0.00003
Polynucleobacter asymbioticus	576611	S	111	23	134	0.00001
Polynucleobacter difficilis	556054	S	101	14	115	0.00001
Polynucleobacter paneuropaeus	2527775	S	63	17	80	0.00001
Polynucleobacter yangtzensis	1743159	S	49	17	66	0.00001
Polynucleobacter ibericus	1819725	S	49	12	61	0.00001
Polynucleobacter acidiphobus	556053	S	48	16	64	0.00001
Polynucleobacter tropicus	1743174	S	48	10	58	0.00001
Polynucleobacter arcticus	1743165	S	45	6	51	0.00000
Polynucleobacter antarcticus	1743162	S	37	3	40	0.00000
Polynucleobacter wuianus	1743168	S	36	12	48	0.00000
Polynucleobacter corsicus	2081042	S	35	13	48	0.00000
Polynucleobacter paludilacus	1855895	S	30	31	61	0.00001
Polynucleobacter duraquae	1835254	S	22	12	34	0.00000
Mycetohabitans endofungorum	417203	S	1263	411	1674	0.00015
Mycetohabitans rhizoxinica	412963	S	647	318	965	0.00008
Lautropia mirabilis	47671	S	1347	468	1815	0.00016
Robbsia andropogonis	28092	S	772	76	848	0.00007
Limnobacter thiooxidans	131080	S	209	25	234	0.00002
Limnobacter sp. SAORIC-580	2732163	S	172	36	208	0.00002
Mycoavidus sp. B2-EB	2651972	S	101	19	120	0.00001
Mycoavidus sp. HKI	2840467	S	45	50	95	0.00001
Mycoavidus sp. SF9855	2968475	S	25	28	53	0.00000
Mycoavidus cysteinexigens	1553431	S	121	17	138	0.00001
Candidatus Vallotia cooleyia	1177211	S	49	10	59	0.00001
Candidatus Vallotia lariciata	2018052	S	37	16	53	0.00000
Candidatus Vallotia sp. (ex Adelges kitamiensis)	2864217	S	33	14	47	0.00000
Candidatus Vallotia tarda	1177213	S	31	7	38	0.00000
Ephemeroptericola cinctiostellae	2268024	S	140	23	163	0.00001
Variovorax sp. HW608	1034889	S	6443	1522	7965	0.00070
Variovorax sp. RA8	662548	S	2799	5637	8436	0.00074
Variovorax sp. PBS-H4	434008	S	2760	5388	8148	0.00071
Variovorax sp. WDL1	207745	S	2671	8486	11157	0.00097
Variovorax sp. PBL-H6	434009	S	2604	6547	9151	0.00080
Variovorax sp. PAMC 28711	1795631	S	2434	724	3158	0.00028
Variovorax sp. RKNM96	2681552	S	1976	857	2833	0.00025
Variovorax sp. PAMC28562	2762323	S	1862	406	2268	0.00020
Variovorax sp. PAMC26660	2762322	S	1760	535	2295	0.00020
Variovorax sp. SRS16	282217	S	1541	4580	6121	0.00053
Variovorax sp. PBL-E5	434014	S	1308	4760	6068	0.00053
Variovorax sp. WS11	1105204	S	1106	51	1157	0.00010
Variovorax sp. 38R	2774875	S	965	1863	2828	0.00025
Variovorax sp. PDNC026	2811425	S	89	2689	2778	0.00024
Variovorax sp. PMC12	2126319	S	40	1666	1706	0.00015
Variovorax paradoxus	34073	S	19310	18963	38273	0.00334
Variovorax boronicumulans	436515	S	2619	3051	5670	0.00050
Hydrogenophaga sp. PBC	795665	S	2215	4417	6632	0.00058
Hydrogenophaga sp. BPS33	2651974	S	2175	6365	8540	0.00075
Hydrogenophaga sp. SL48	2806347	S	1979	583	2562	0.00022
Hydrogenophaga sp. PBL-H3	434010	S	1547	4255	5802	0.00051
Hydrogenophaga sp. RAC07	1842537	S	1462	460	1922	0.00017
Hydrogenophaga sp. SNF1	3098762	S	1088	1828	2916	0.00025
Hydrogenophaga sp. YM1	2806262	S	1048	1425	2473	0.00022
Hydrogenophaga sp. PAMC20947	2565558	S	896	143	1039	0.00009
Hydrogenophaga sp. NH-16	2184519	S	659	1985	2644	0.00023
Hydrogenophaga crocea	2716225	S	2544	2911	5455	0.00048
Hydrogenophaga taeniospiralis	65656	S	1873	813	2686	0.00023
uncultured Hydrogenophaga sp.	199683	S	1212	494	1706	0.00015
Hydrogenophaga crassostreae	1763535	S	849	106	955	0.00008
Hydrogenophaga pseudoflava	47421	S	783	1776	2559	0.00022
Comamonas sp. NLF-1-9	2853163	S	1087	820	1907	0.00017
Comamonas sp. B21-038	2918299	S	707	385	1092	0.00010
Comamonas sp. Y33R10-2	2853257	S	259	250	509	0.00004
Comamonas sp. PR12	2977320	S	65	300	365	0.00003
Comamonas sp. C11	2966554	S	25	503	528	0.00005
Comamonas sp. 7D-2	1232667	S	11	4348	4359	0.00038
Comamonas antarctica	2743470	S	1569	2773	4342	0.00038
Comamonas aquatica	225991	S	1541	4022	5563	0.00049
Comamonas serinivorans	1082851	S	1492	830	2322	0.00020
Comamonas endophytica	2949090	S	1458	1353	2811	0.00025
Comamonas flocculans	2597701	S	1271	934	2205	0.00019
Comamonas testosteroni	285	S	1094	5334	6428	0.00056
Comamonas thiooxydans	363952	S	803	1997	2800	0.00024
Comamonas terrigena	32013	S	775	566	1341	0.00012
Comamonas odontotermitis	379895	S	691	519	1210	0.00011
Comamonas piscis	1562974	S	569	323	892	0.00008
Comamonas resistens	3046670	S	557	1639	2196	0.00019
Comamonas kerstersii	225992	S	363	388	751	0.00007
Comamonas fluminis	2796366	S	341	445	786	0.00007
Comamonas koreensis	160825	S	96	544	640	0.00006
Ramlibacter tataouinensis	94132	S	16657	5989	22646	0.00198
Rhodoferax sp. BAB1	2741720	S	2087	820	2907	0.00025
Rhodoferax sp. GW822-FHT02A01	3141537	S	1018	107	1125	0.00010
Rhodoferax sp. AJA081-3	2752316	S	790	132	922	0.00008
Rhodoferax sp. PAMC 29310	2822760	S	545	292	837	0.00007
Rhodoferax sp. MIZ03	2798804	S	233	451	684	0.00006
Rhodoferax sediminis	2509614	S	3201	502	3703	0.00032
Rhodoferax koreense	1842727	S	2740	8687	11427	0.00100
Rhodoferax ferrireducens	192843	S	1816	370	2186	0.00019
Rhodoferax saidenbachensis	1484693	S	767	170	937	0.00008
Rhodoferax antarcticus	81479	S	598	145	743	0.00006
Rhodoferax aquaticus	2527691	S	386	175	561	0.00005
Rhodoferax mekongensis	3068341	S	369	323	692	0.00006
uncultured Rhodoferax sp.	223188	S	243	339	582	0.00005
Acidovorax sp. HDW3	2714923	S	961	1319	2280	0.00020
Acidovorax sp. KKS102	358220	S	918	1389	2307	0.00020
Acidovorax sp. RAC01	1842533	S	865	1833	2698	0.00024
Acidovorax sp. FHTAMBA	3140252	S	840	979	1819	0.00016
Acidovorax sp. NCPPB 3576	2940488	S	776	845	1621	0.00014
Acidovorax sp. JMULE5	2518343	S	771	662	1433	0.00013
Acidovorax sp. 1608163	2478662	S	669	518	1187	0.00010
Acidovorax sp. DW039	3095606	S	598	390	988	0.00009
Acidovorax sp. GBBC 1281	2940492	S	566	1326	1892	0.00017
Acidovorax sp. T1	1858609	S	557	6708	7265	0.00063
Acidovorax carolinensis	553814	S	1257	2938	4195	0.00037
Acidovorax temperans	80878	S	921	2854	3775	0.00033
Acidovorax radicis	758826	S	742	585	1327	0.00012
Diaphorobacter sp. HDW4A	2714924	S	1135	3633	4768	0.00042
Diaphorobacter sp. HDW4B	2714925	S	1032	273	1305	0.00011
Diaphorobacter sp. MNS-0	2866628	S	100	1225	1325	0.00012
Diaphorobacter sp. C33	3060154	S	97	584	681	0.00006
Diaphorobacter sp. JS3051	2792224	S	86	3557	3643	0.00032
Diaphorobacter sp. ED-3	3016636	S	80	1555	1635	0.00014
Diaphorobacter sp. JS3050	2735554	S	74	1488	1562	0.00014
Diaphorobacter ruginosibacter	1715720	S	1411	556	1967	0.00017
Diaphorobacter aerolatus	1288495	S	1115	3424	4539	0.00040
Diaphorobacter limosus	3036128	S	1073	2376	3449	0.00030
Diaphorobacter nitroreducens	164759	S	145	521	666	0.00006
[Acidovorax] ebreus	721785	S	140	1046	1186	0.00010
Delftia tsuruhatensis	180282	S	1515	11966	13481	0.00118
Delftia acidovorans	80866	S	1213	4725	5938	0.00052
Delftia sp. Cs1-4	742013	S	165	395	560	0.00005
